,match,team,alliance,leave,"ground pick-up","center line pick-up","auto scoring","teleop scoring","stage level",spotlight,"stage time","brick time","defense time","driver skill","defense skill",speed,stability,"intake consistency",scouter,comments,accuracy,timestamp
156,27,3282,blue,false,true,false,"[]","[ss, ss]",1,false,0,0,0,2,0,3,4,3,"crescendohawk24 (4641)","",,1711141147138
157,27,4717,blue,false,true,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","Was not on the field",,1711141019093
158,28,6357,red,true,true,true,"[ss, sm]","[as, ss, ss, ss, ss, ss, sm, ss, ss, ss, ss]",0,false,0,0,0,3,0,3,2,3,"crescendohawk24  (4641)","",,1711141536877
159,28,7119,red,false,false,false,"[sm]","[sm, sm, sm, sm, ss, sm]",1,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","",,1711141530604
160,28,8598,red,false,false,false,"[sm]","[sm, sm, ss, sm]",2,false,35700,0,0,3,2,2,1,3,"crescendohawk24 (4641)","",,1711141519119
161,28,6526,blue,false,true,false,"[ss]","[ss, ss, ss, sm, ss]",0,false,0,0,0,2,0,2,4,3,"crescendohawk24 (4641)","Driver didn’t seem to be the best at picking up or shooting hoops.",,1711141547477
162,28,7321,blue,false,false,false,"[]","[tm, tm, tm, tm]",0,false,0,9550,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711141520354
163,28,8749,blue,false,true,false,"[ss]","[ss, ss, ss, ss, ss, sm, ss, as]",1,false,0,0,0,2,0,2,2,2,"crescendohawk24 (4641)","",,1711141520953
164,29,5212,red,false,false,false,"[ss]","[sm, sm]",1,false,0,0,1000,1,3,2,2,1,"cresendohawk24 (4641)","",,1711141963945
165,29,6672,red,true,true,false,"[sm, sm]","[as, as, ss, sa, as, ss, ss]",2,false,0,0,0,3,2,2,4,3,"crescendohawk24 (4641)","",,1711141960657
166,29,7506,red,false,false,false,"[ss]","[ss, ss, ss, ss]",1,false,0,0,0,2,0,1,2,2,"crescendohawk24  (4641)","Slow bot",,1711142022024
167,29,8858,blue,true,true,false,"[sm, ss]","[]",0,false,0,0,0,3,0,2,4,4,"crescendohawk24 (4641)","REALLY good autonomous; and almost had a center line pickup. Periodically stopped working during tele-op.",,1711141951507
168,30,8625,red,false,false,false,"[]","[sm, sm]",1,false,0,0,1000,1,2,1,2,1,"cresendohawk24 (4641)","Started playing defense after missing its shots",,1711142431070
169,30,8816,red,true,false,false,"[]","[sm, sm, sm, ss]",0,false,0,0,0,2,0,1,2,2,"crescendohawk24  (4641)","",,1711142486837
170,30,9506,red,false,false,false,"[]","[]",1,false,0,39350,28100,1,2,2,0,0,"crescendohawk24 (4641)","",,1711142414718
171,30,8732,blue,true,false,false,"[]","[ss, ss, ss, ss, ss, ss]",1,false,0,0,0,2,0,3,4,2,"crescendohawk24 (4641)","",,1711142407710
172,30,8769,blue,false,true,false,"[ss]","[sm, sm]",1,false,0,0,0,1,0,2,4,3,"crescendohawk24 (4641)","Robot stopped moving at one point during tele-op. Driver also didn’t seem very good at shooting.",,1711142439473
173,31,148,red,true,true,false,"[ss, ss, ss, ss]","[]",2,false,12400,0,52800,2,3,3,2,4,"crescendohawk24 (4641)","",,1711142953512
174,31,4364,red,true,false,false,"[]","[as, as]",1,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Takes a long time for the bot to shoot and motors are messy",,1711143049647
175,31,4639,red,false,false,false,"[ss]","[ss, ss]",2,false,0,0,0,2,0,2,2,2,"crescendohawk24  (4641)","",,1711142975888
176,31,7091,blue,true,false,false,"[]","[]",1,false,0,0,0,2,4,2,3,0,"crescendohawk24 (4641)","Defense bot, with a single hook made for on-stage.",,1711142932297
177,31,8019,blue,true,true,false,"[ss, ss]","[ss, ss]",1,false,0,0,16800,2,1,2,3,1,"crescendohawk24 (4641)","",,1711142937435
178,32,2583,red,false,false,false,"[sm]","[as, as, as]",1,false,0,0,0,2,0,3,3,3,"crescendohawk24  (4641)","",,1711143569766
179,32,8874,red,true,true,false,"[ss, ss]","[ss, sa, ss, ss, ss]",1,false,0,0,0,3,2,2,3,3,"crescendohawk24 (4641)","",,1711143371381
180,32,9140,red,false,false,false,"[]","[as, as, am, ss, ss, ss, ss, ss, ss]",2,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","",,1711143367182
181,32,4597,blue,true,false,false,"[]","[sm, sm]",2,false,11050,0,0,0,0,0,1,1,"crescendohawk24 (4641)","bad shooter",,1711143377982
182,32,6171,blue,false,true,false,"[]","[]",2,false,0,0,0,0,0,3,3,0,"crescendohawk24 (4641)","Driver didn’t really try to score anything, and was on stage for most of the end of the round.",,1711143369978
183,33,3282,red,false,false,false,"[]","[]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","Defense Bot",,1711143865174
184,33,4641,red,true,true,false,"[ss, ss, ss]","[ss, ss, ss, ss, ss, sm, sm, sm, sm]",1,false,0,0,0,3,2,2,2,4,"crescendohawk24 (4641)","",,1711143865190
185,33,9418,red,true,false,false,"[ss]","[sm, sm, ss, ss, ss, ss, sm, sm]",1,false,0,0,0,3,2,3,2,4,"cresendohawk24 (4641)","",,1711143885121
186,33,6526,blue,false,false,false,"[sm]","[sm, sm]",0,false,0,19950,0,0,0,0,2,0,"crescendohawk24 (4641)","",,1711143912565
187,33,8598,blue,false,false,false,"[]","[]",0,false,0,162100,0,0,0,0,0,0,"crescendohawk24 (4641)","I think the robot disconnected ",,1711143913126
188,33,9034,blue,false,true,false,"[]","[ss, ss]",2,false,0,0,0,2,0,3,4,3,"crescendohawk24 (4641)","Got stuck after climbing on-stage. 😭",,1711143939655
189,34,1296,red,true,true,false,"[ss, sm]","[as, ss, ss, ss, sa, sm]",1,false,0,0,0,3,2,2,2,3,"crescendohawk24 (4641)","",,1711144314316
190,34,5212,red,false,false,false,"[]","[as, as, as, as]",1,true,0,0,0,2,2,1,1,3,"cresendohawk24 (4641)","",,1711144334811
191,34,6901,red,true,true,false,"[ss]","[ss, ss, ss, sm, sm]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711144312958
192,34,4332,blue,false,false,false,"[]","[]",1,false,0,0,0,3,4,3,4,0,"crescendohawk24 (4641)","Defense bot. ",,1711144222130
193,34,5417,blue,true,true,false,"[ss, ss]","[as, as, as, ss, ss, ss, ss, ss]",0,false,0,5350,0,3,0,3,3,3,"crescendohawk24 (4641)","",,1711144316884
194,35,4717,red,false,false,false,"[]","[ss, ss, ss, ss, sm]",1,true,0,0,0,3,2,1,2,4,"cresendohawk24 (4641)","",,1711144778770
195,35,5788,red,true,true,false,"[sm]","[ss, ss, ss, ss, ss, sm]",1,false,0,0,0,3,2,2,3,2,"crescendohawk24 (4641)","",,1711144767856
196,35,7119,red,false,true,false,"[ss]","[ss, ss, ss]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711144779407
197,35,3676,blue,true,true,true,"[sm, ss]","[sm, sm, sm, as]",1,false,0,0,0,2,0,2,3,2,"crescendohawk24 (4641)","auto code is wonky/ it ran into the source zone and did a 360 at the end",,1711144784115
198,35,7121,blue,false,true,false,"[ss]","[ss, ss]",1,false,0,0,0,1,0,3,3,3,"crescendohawk24 (4641)","Driver didn’t seem confident taking shots, and made many adjustments before shooting.",,1711144819492
199,36,2714,red,true,true,false,"[ss, ss, ss]","[sa, ss, sa, sm]",2,false,0,0,0,3,3,2,4,3,"crescendohawk24 (4641)","",,1711145234283
200,36,6672,red,false,false,false,"[ss, ss, ss]","[as, as, ss, ss, as, as, am, ss, ss, sm, sm]",2,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711145228553
201,36,6357,blue,true,true,false,"[ss]","[ss, ss, ss, ss]",1,false,0,0,0,3,0,4,4,4,"crescendohawk24 (4641)","Super team.",,1711145280298
202,36,7091,blue,true,false,false,"[]","[]",0,false,36150,5000,30700,1,1,0,2,0,"crescendohawk24 (4641)","gets easily pushed away by other bots when it tries to block",,1711145247884
203,37,2583,red,false,false,false,"[]","[]",2,false,11000,23250,1650,3,3,2,2,2,"crescendohawk24 (4641)","",,1711145639630
204,37,8769,red,true,true,false,"[]","[sm, sm, as, sm]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","Worked as a support bot to bring notes \n\nParked at least, couldn't discern whether it was staged",,1711145679325
205,37,4597,blue,true,true,false,"[ss]","[ss]",2,false,0,0,0,1,0,3,3,2,"crescendohawk24 (4641)","Driver didn’t seem to pick up or shoot anything in tele-op.",,1711145697866
206,37,5894,blue,false,true,false,"[sm]","[ss, sm, ss, sm, ss, sm, ss, ss, ss]",2,false,0,0,0,2,0,2,3,3,"crescendohawk24 (4641)","",,1711145638622
207,38,4639,red,true,false,false,"[sm]","[ss, ss, ss, sm, sm]",1,true,0,0,0,2,1,2,3,3,"cresendohawk24 (4641)","",,1711146054958
208,38,5431,red,true,true,false,"[]","[ss]",1,false,0,0,0,4,2,2,4,3,"crescendohawk24 (4641)","Passing focused bot",,1711146045587
209,38,8019,red,false,true,false,"[sm]","[ss, ss, ss, ss, ss, ss, ss, ss, ss, ss]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711146027154
210,38,3282,blue,false,false,false,"[]","[]",1,false,12000,51650,14250,0,0,0,0,0,"crescendohawk24 (4641)","",,1711146013687
211,38,9034,blue,true,true,false,"[ss]","[ss, ss, ss, ss, ss, ss, ss]",1,false,0,0,0,4,0,4,3,4,"crescendohawk24 (4641)","Super team.",,1711146029454
212,39,148,red,true,true,true,"[ss, sm, sm]","[ss, ss, ss, sa, ss, ss, ss, ts]",2,false,0,0,0,4,2,2,4,4,"crescendohawk24 (4641)","",,1711146478188
213,39,5212,red,false,false,false,"[]","[sm, ss]",1,true,0,0,1000,0,0,0,0,0,"cresendohawk24 (4641)","",,1711146503181
214,39,5417,red,false,true,false,"[]","[as, as, am, ss, ss, as, as, as, as]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711146483981
215,39,4364,blue,false,false,false,"[]","[]",0,false,0,0,30000,0,0,0,0,0,"crescendohawk24 (4641)","They are really good (defensively)",,1711146471739
216,39,4610,blue,true,true,false,"[]","[ss, ss]",0,false,0,0,0,1,2,3,3,2,"crescendohawk24 (4641)","Robot had intake and shooter, but driver decided to play defense for most of tele-op.",,1711146505302
217,39,6526,blue,true,true,false,"[ss]","[ss, sm, ss]",1,false,22000,0,0,0,0,0,0,2,"crescendohawk24 (4641)","",,1711146492092
218,40,7321,red,true,false,false,"[]","[]",1,false,0,26350,59150,1,3,2,1,0,"crescendohawk24 (4641)","",,1711146903084
219,40,8816,red,false,false,false,"[]","[ss]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","Very slow when picking up, aiming , and shooting note\n\n",,1711146935203
220,40,9418,red,true,true,false,"[ss, ss]","[ss, ss, ss]",2,false,0,0,0,3,2,4,3,4,"cresendohawk24 (4641)","",,1711146907677
221,40,3676,blue,true,true,false,"[ss]","[as, as, as, as, as]",1,false,0,0,0,3,0,4,4,4,"crescendohawk24 (4641)","Super team.",,1711146904654
222,40,5788,blue,true,true,false,"[ss]","[ss, ss, ss, ss, ss, ss, ss, ss]",0,false,0,0,0,2,0,2,4,2,"crescendohawk24 (4641)","",,1711146895254
223,41,1296,red,true,true,false,"[ss, ss]","[ss, ss, ss, ss]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711147586492
224,41,8749,red,false,false,false,"[]","[as, as, as, as]",1,false,0,0,0,2,1,1,2,3,"cresendohawk24 (4641)","",,1711147610064
225,41,8858,red,true,true,false,"[sm, ss]","[]",1,false,28450,56750,0,1,1,1,0,0,"crescendohawk24 (4641)","",,1711147584435
226,41,7121,blue,true,true,false,"[sm, sm, sm]","[sm, sm, ss, ss, ss, ss, ss, as, as]",2,false,0,0,0,2,0,2,3,3,"crescendohawk24 (4641)","",,1711147579960
227,41,9140,blue,true,true,false,"[]","[as, as]",2,false,0,0,0,2,0,4,3,4,"crescendohawk24 (4641)","",,1711147585493
228,42,6672,red,true,false,true,"[ss, ss, ss]","[as, as, ss, sm, as, ss, ss]",2,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Fast with a auto to the center and can do both amp and speaker easily ",,1711148095593
229,42,6901,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","Not there",,1711148047443
230,42,9506,red,false,false,false,"[]","[ss, sa]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711148068300
231,42,2714,blue,true,true,false,"[ss, ss, ss]","[as]",2,false,0,19000,13450,2,1,3,4,3,"crescendohawk24 (4641)","They can climb extremely quickly",,1711148070799
232,42,6357,blue,true,true,false,"[]","[ss, ss]",1,false,0,0,0,2,0,2,3,3,"crescendohawk24 (4641)","Driver seemed to be shooting cones in blue side, to make it easier to score/pickup.",,1711148078155
233,43,4641,red,true,true,false,"[sm, sm]","[ss, ss, ss, as]",0,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Seems to have misplaced coordinate for auto",,1711148551434
234,43,8598,red,false,true,false,"[ss]","[as, as, ss, ss, ss]",0,false,0,0,0,3,2,3,3,2,"crescendohawk24 (4641)","",,1711148499404
235,43,9156,red,false,false,false,"[sm]","[as, as, as, sm, ss]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711148691904
236,43,4717,blue,false,true,false,"[]","[ss, am]",0,false,0,15000,56050,2,2,2,4,2,"crescendohawk24 (4641)","no auto code",,1711148520886
237,43,8732,blue,true,true,false,"[sm, sm]","[ss, sm, ss, ss, ss, ss]",1,false,0,0,0,4,0,4,3,4,"crescendohawk24 (4641)","Super team. Fires two quick shots in auto, but missed both.",,1711148523953
238,44,4639,red,true,true,false,"[sm]","[ss, ss, ss, ss, ss, ss, ss, ss, sa]",1,false,0,0,0,3,2,3,4,3,"crescendohawk24 (4641)","",,1711149055792
239,44,5212,red,true,true,false,"[sm]","[as, as, sm, as, as]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711149058294
240,44,6526,red,false,false,false,"[ss]","[sm, sm, as]",0,true,0,0,1000,0,0,0,0,0,"cresendohawk24 (4641)","",,1711149075037
241,44,4364,blue,false,true,false,"[]","[as]",0,false,0,0,0,1,2,2,3,2,"crescendohawk24 (4641)","Inefficient shooting/intake system. Driver struggled to score points, and switched to defense near the start of tele-op.",,1711149036013
242,44,9034,blue,true,true,false,"[ss]","[ss, ss, sm, ss, sa, sm, ss, ss]",2,false,0,0,0,3,0,3,4,3,"crescendohawk24 (4641)","",,1711149064174
243,45,3282,red,true,false,false,"[]","[]",1,false,0,0,2000,0,0,0,0,0,"cresendohawk24 (4641)","Playing defensive ",,1711149533375
244,45,5417,red,true,true,false,"[ss, sm]","[as, as, sm, ss, ss, as, as, am]",1,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","",,1711149597879
245,45,7091,red,true,false,false,"[]","[]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711149549511
246,45,4597,blue,false,false,false,"[]","[am, ss, ss]",0,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711149530446
247,45,5788,blue,true,true,false,"[ss]","[ss, ss, ss, sm, ss, ss, ss, ss, ss, sm, ss]",1,false,0,0,0,4,0,3,4,3,"crescendohawk24 (4641)","Super team.",,1711149537385
248,45,7321,blue,true,false,false,"[sm]","[]",0,false,0,75050,0,0,0,0,0,0,"crescendohawk24 (4641)","stayed in other teams stage the for half the match",,1711149547613
249,46,6171,red,true,false,false,"[]","[as, as]",1,false,0,0,2000,1,2,0,2,1,"cresendohawk24 (4641)","",,1711150112218
250,46,8816,red,true,false,false,"[]","[]",1,false,0,0,0,2,0,2,2,3,"crescendohawk24 (4641)","Shot notes across field to teammates ",,1711150096332
251,46,8858,red,true,true,false,"[ss]","[ss, ss, sm, ss, sm, ss]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24  (4641)","",,1711150073156
252,46,1296,blue,true,true,false,"[ss, ss, ss]","[as, as, as, sm, ss, sa, ss]",2,false,0,0,0,3,0,4,3,4,"crescendohawk24 (4641)","Super team.",,1711150059213
253,46,8769,blue,true,true,false,"[]","[]",2,false,0,0,0,2,0,2,3,2,"crescendohawk24 (4641)","passed notes",,1711150077231
254,47,148,red,true,false,true,"[sm, sm, ss]","[ss, ss, ss, ss]",2,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","",,1711150562115
255,47,6901,red,false,false,false,"[ss]","[]",1,false,0,90250,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711150536108
256,47,7121,red,false,true,false,"[]","[ss, as, ss, as, sm, ss]",1,false,0,0,0,4,3,4,4,4,"crescendohawks24 (4641)","Unknown",,1711150558997
257,47,7506,blue,false,true,false,"[]","[as, as, as, as]",1,false,0,0,0,3,0,4,3,3,"crescendohawk24 (4641)","Very good at scoring amps.",,1711150592002
258,47,8874,blue,true,true,false,"[ss, ss]","[as, ss, ss, ss, ss]",2,false,0,0,0,3,0,3,4,4,"crescendohawk24 (4641)","",,1711150538608
259,48,4332,red,false,true,false,"[]","[sm, sm, sm]",1,false,19300,0,0,0,4,2,0,2,"crescendohawk24 (4641)","",,1711151067201
260,48,5894,red,true,false,false,"[ss]","[ss, ss, ss, ss, ss]",1,false,0,0,0,1,1,2,1,3,"cresendohawk24 (4641)","",,1711151089528
261,48,8625,red,false,false,false,"[]","[sm, sm, sm, sm, sm]",0,false,0,0,0,2,1,2,2,2,"crescendohawks24 (4641)","The intake could intake BUT they had to drive really slowly to get it aligned ",,1711151110214
262,48,4610,blue,false,true,false,"[]","[ss, ss]",1,false,0,0,0,2,0,3,3,4,"crescendohawk24 (4641)","Driver seemed a little lost for a few moments.",,1711151123568
263,48,4717,blue,false,false,false,"[]","[as, ss, as]",1,false,0,0,7400,0,0,1,3,1,"crescendohawk24 (4641)","",,1711151072698
264,49,3676,red,true,true,false,"[sm]","[sa, as, ss, ss]",0,false,0,0,0,2,2,3,2,3,"crescendohawk24 (4641)","",,1711151530782
265,49,8732,red,false,true,false,"[]","[ss, ss, ss]",1,false,0,0,0,2,1,3,2,2,"crescendohawks24 (4641)","Slow with pick up and alignment needs to be specific ",,1711151593664
266,49,8749,red,false,false,false,"[]","[as, as, ss, ss, ss]",1,true,0,0,0,2,2,1,2,3,"cresendohawk24 (4641)","",,1711151556433
267,49,4641,blue,true,true,false,"[ss, ss, ss]","[ss, ss, ss, ss, sm, ss, sa, ss]",1,false,0,0,0,3,0,3,4,3,"crescendohawk24 (4641)","Super team…? �🤔",,1711151551366
268,49,5431,blue,false,true,false,"[ss]","[ss]",1,false,0,0,5500,3,0,2,4,3,"crescendohawk24 (4641)","They were passing to us; driver sometimes had hard time picking up note",,1711151560289
269,50,2714,red,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"crescendohawks24 (4641)","They never showed up…",,1711151915289
270,50,9156,red,true,true,false,"[ss, sm]","[as, ss, ss, ss, ss]",1,false,0,0,0,3,2,3,3,3,"crescendohawk24 (4641)","",,1711152029873
271,50,8019,blue,false,false,false,"[]","[ss, ss, ss, ss, ss, ss]",0,false,0,0,0,3,0,0,2,2,"crescendohawk24 (4641)","They have the path for a 4note auto but their intake cant pick it up",,1711152104262
272,50,9140,blue,false,false,false,"[ss]","[sm, sm, ss, ss, ss, ss, ss]",0,false,0,0,0,3,0,2,3,3,"crescendohawk24 (4641)","If they get hit while note is in their intake, it pops out",,1711152235849
273,50,9506,blue,false,true,false,"[]","[ss, ss, ss, ss]",1,false,0,0,0,2,0,2,3,3,"crescendohawk24 (4641)","Robot stopped for awhile during tele-op.",,1711152052244
274,51,2583,red,false,false,false,"[ss]","[as]",0,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","Very slow moving bot, seems to be the cause of motor issues",,1711152421928
275,51,6526,red,true,true,false,"[sm]","[ss, ss, ss, ss]",0,false,0,0,0,2,0,1,1,2,"crescendohawk24  (4641)","",,1711152429103
276,51,8827,red,true,true,false,"[]","[ss, ss, ss, ss, sm]",0,false,0,0,0,2,2,2,3,2,"crescendohawk24 (4641)","",,1711152410917
277,51,7091,blue,true,false,false,"[]","[]",1,false,0,0,0,3,4,2,4,0,"crescendohawk24 (4641)","Defense bot.",,1711152409017
278,51,8858,blue,true,true,false,"[ss, ss]","[ss, ss, ss, ss, ss, ss]",2,false,0,0,0,2,0,2,4,1,"crescendohawk24 (4641)","potential for center line pickup",,1711152404193
279,52,6357,red,true,true,false,"[]","[as, sm, ss, ss, sm, ss, ss, sm]",2,false,0,0,0,2,2,3,2,3,"crescendohawk24 (4641)","",,1711152863597
280,52,6901,red,false,true,false,"[]","[ss, sm, ss]",0,false,0,0,0,2,0,1,2,1,"crescendohawk24  (4641)","",,1711152918154
281,52,7321,red,false,false,false,"[sm]","[ss]",1,false,0,0,1000,0,0,0,0,0,"cresendohawk24 (4641)","Bumpy movement",,1711152883889
282,52,1296,blue,true,true,false,"[]","[ss, ss, ss, as, as, ss, sa, sa, sm, ss, ss]",1,false,0,0,0,4,0,4,3,4,"crescendohawk24 (4641)","Super team.",,1711152867687
283,52,148,blue,false,true,true,"[ss, ss, sm, sm]","[as, ss, sm, ss, as, ss, ts]",2,false,0,0,0,4,4,4,4,4,"crescendohawks24 (4641)","",,1711152861886
284,52,3282,blue,false,false,false,"[]","[]",1,false,11000,16950,64900,1,1,1,0,0,"crescendohawk24 (4641)","No auto",,1711152858877
285,53,4332,red,false,false,false,"[]","[sm]",1,false,0,0,0,2,2,1,2,0,"crescendohawk24  (4641)","",,1711153351450
286,53,4332,red,false,false,false,"[]","[ss, ss, ss, ss, ss, ss]",1,false,0,0,0,2,0,1,3,3,"crescendohawk24  (4641)","Lowering intake is very slow\n\nTakes several seconds before they could shoot a note",,1711202000602
287,53,6171,red,true,false,false,"[]","[]",1,false,14100,0,0,1,0,1,1,0,"crescendohawk24 (4641)","",,1711153349380
288,53,6171,red,true,false,false,"[]","[]",0,false,0,48050,0,1,1,1,1,1,"crescendohawk24 (4641)","",,1711201947174
289,53,7121,red,true,true,false,"[sm, sm, sm]","[as, as, ss]",2,true,0,0,0,3,2,3,2,4,"cresendohawk24 (4641)","",,1711153367153
290,53,7121,red,true,false,false,"[ss]","[as, as, as, sm, sm, as, ss, sm, as]",0,false,0,0,0,2,1,2,3,2,"crescendohawk24 (4641)","The main problem with the bot is that it couldn’t make consistent shots into the speaker. Other things didn’t seem like a problem for it just inconsistent ",,1711202006131
291,53,4597,blue,false,true,false,"[]","[as, sm, ss, sm]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","Driver took awhile to pick up hoops and also missed as many shots as they made.",,1711153403984
292,53,8598,blue,false,false,false,"[]","[sm, sm, sm, ss, ss, sm, sm, ss, sm]",2,false,0,0,0,2,0,1,1,1,"crescendohawk24 (4641)","It seems to be flauntiating",,1711153346962
293,53,8816,blue,false,false,false,"[]","[ss]",1,false,0,0,8900,1,0,2,3,1,"crescendohawk24 (4641)","passed notes",,1711153361457
294,54,8749,red,true,true,false,"[ss]","[as, ss, ss, sa, sm]",2,false,0,0,0,3,0,3,2,3,"crescendohawk24  (4641)","As long as they keep their shooter down when driving they won't have to worry about tipping",,1711153943032
295,54,8874,red,true,true,false,"[ss]","[ss, ss, as, as]",0,false,0,1000,4050,2,1,1,2,2,"crescendohawk24 (4641)","",,1711153911836
296,54,9034,red,true,false,false,"[sm]","[ss, sm, sm]",0,false,0,0,0,2,1,4,1,0,"cresendohawk24 (4641)","",,1711153932901
297,54,4610,blue,false,false,false,"[sm]","[as, as, as]",1,false,0,0,0,2,0,2,2,0,"crescendohawk24 (4641)","Tank drive and has to get notes dropped on it from source zone",,1711153916469
298,54,4639,blue,true,true,false,"[ss]","[ss, ss, ss]",2,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711153902559
299,54,5894,blue,false,false,false,"[]","[ss, ss, ss, ss, ss]",2,false,0,0,0,2,0,2,2,2,"crescendohawk24 (4641)","",,1711153892707
300,55,4717,red,false,false,false,"[]","[ss]",1,false,0,0,0,2,1,2,2,0,"crescendohawk24  (4641)","Got note stuck in bot",,1711154362814
301,55,5212,red,true,false,false,"[]","[as, as, sm, sm, sm, as]",1,false,0,0,0,2,2,1,2,3,"crescendohawk24 (4641)","",,1711154332205
302,55,9156,red,true,false,false,"[ss]","[ss, ss, ss]",1,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","",,1711154358923
303,55,6672,blue,true,true,false,"[ss, ss]","[as, as, sa, sa, as, as, sa, ss, ss]",2,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","Super team.",,1711154342153
304,55,8625,blue,false,false,false,"[ss]","[ss, sm, sm, sm, ss]",1,false,0,0,0,2,0,3,4,3,"crescendohawk24 (4641)","",,1711154339888
305,56,3676,red,true,true,false,"[ss, ss]","[as, as, as, as, sm, as]",1,false,0,0,0,0,0,0,0,0,"crescendohawk24 (4641)","",,1711154868328
306,56,5431,red,true,false,false,"[ss]","[ss, ss, ss, ss]",1,false,0,0,0,3,2,3,2,3,"cresendohawk24 (4641)","",,1711154865818
307,56,7506,red,true,true,false,"[sm]","[as, ss, as]",1,false,0,0,0,2,0,2,1,2,"crescendohawk24  (4641)","",,1711154857133
308,56,2714,blue,false,true,false,"[]","[ss, ss, ss, ss, ss, ss, sm]",2,false,0,0,0,3,0,3,3,3,"crescendohawk24 (4641)","",,1711154864694
309,56,4641,blue,true,true,false,"[ss, ss, ss, ss]","[ss, ss, sm, ss, ss, ss]",1,false,0,0,0,3,0,3,2,3,"crescendohawk24 (4641)","Just need to go faster speed, but we got this. 😎",,1711154916730
310,56,5417,blue,false,false,false,"[sm]","[as, am, sm, ss, as, ss, as, as, as]",0,false,0,0,0,2,0,3,4,3,"crescendohawk24 (4641)","",,1711154853976
311,57,4364,red,true,false,false,"[]","[]",0,false,0,0,0,1,2,2,2,0,"crescendohawk24  (4641)","Note got stuck in bot",,1711155295607
312,57,7119,red,false,false,false,"[]","[sm, ss, ss, ss]",1,false,0,0,0,0,0,0,0,0,"cresendohawk24 (4641)","",,1711155420317
313,58,1296,red,true,false,false,"[ss]","[ss, ss, ss, sa]",2,false,0,0,0,2,2,2,2,3,"cresendohawk24 (4641)","",,1711155790387
314,58,7121,red,true,true,false,"[ss, sm, sm]","[as, ss, as, as, as, as]",2,false,0,0,0,3,0,3,3,3,"crescendohawk24  (4641)","",,1711155760796
315,58,8019,red,false,true,false,"[ss]","[ss, ss, ss, ss, ss, sa]",2,false,16750,0,0,2,2,3,3,2,"crescendohawk24 (4641)","",,1711155786535
316,58,8598,blue,false,false,false,"[ss]","[sm, sm, sm]",2,false,0,16300,39300,2,0,2,3,3,"crescendohawk24 (4641)","",,1711155783780
317,58,9506,blue,true,true,false,"[ss, ss]","[ss, ss]",1,false,0,0,0,2,0,2,3,1,"crescendohawk24 (4641)","Hoops kept sliding out of robot intake, which made scoring harder.",,1711155785675
318,59,3282,blue,false,false,false,"[]","[]",0,false,0,0,0,2,2,2,3,0,"crescendohawk24 (4641)","Defense bot. Not able to go on-stage or harmony.",,1711156236003
319,59,4639,blue,true,true,false,"[ss, sm]","[ss, ss, ss, sm, ss, ss, sm, ss, ss, ss]",1,false,0,0,0,3,0,3,4,4,"crescendohawk24 (4641)","",,1711156223618
320,63,7321,red,false,false,false,"[ss]","[]",1,false,0,0,0,2,3,2,2,0,"crescendohawk24  (4641)","",,1711202363785
